time,Vicon_Rx [deg],Vicon_Ry [deg],Vicon_Rz [deg]
50.180591,0.0062738878566615695,-0.007728914177395629,0.011684614794995385
50.190625999999995,-0.001494990126950568,-0.0013871881177873746,0.00443770136273014
50.201223,0.011695340564939162,-0.010683726281852102,-0.0031866079100293376
50.211089,0.0051741526646972074,-0.020660285134635026,-0.0013266723154659044
50.220841,-0.007224997796617375,-0.000729375273169186,0.01038371412117356
50.230484999999994,0.013101161270240021,0.01077275246405951,0.013619252626885237
50.240576999999995,0.02322704438356532,0.009919778735280715,0.014551225776443744
50.250817,0.01002669265983743,0.001400813054150074,0.008553411903759356
50.260839,-0.0030146976531863507,-0.0139814994632953,0.002138393082980361
50.270969,-0.009243803128592897,-0.01534140333086298,0.002278836497730863
50.280663999999994,0.007432076202927078,0.004390266186890868,0.0007949273745417873
50.290574,0.013858376562686202,0.023108883297494054,0.002013505472385102
50.300793999999996,0.017420936459561182,0.01673347304905759,0.0005565998500778324
50.310843999999996,0.0030166571688199206,0.004726695545014703,-1.2708203896094616e-05
50.32112,0.0037345560974006483,-0.0017875366475678112,-0.0013948886705592578
50.330527,0.017473459500653526,-0.0010998727018434185,0.004699285244111895
50.340607,0.016852086771812175,0.01742755412212227,0.007744716353410341
50.350916,0.009233214868525439,0.010685662879178826,0.011246158842280307
50.361075,0.0047186168401067855,-0.016260920377993093,0.004931516497617361
50.370798,0.00558680832791983,-0.03800823823026922,0.0080437716745827
50.380578,0.017630283778757132,-0.026455392268941558,0.013920771666577458
50.39067,0.020557353266728105,0.008230510079208497,0.022520243647498495
50.40085,0.007759962760317533,0.026325508466398806,0.029074428187133794
50.410871,0.013597147915155702,-0.00047148696964482983,0.022098122721494917
50.420826999999996,0.015471522046138636,-0.02738452927744972,0.016889351946810294
50.430568,0.013363426971353834,-0.0337704017351792,0.009367510446123273
50.440701,0.012605529859113751,-0.013475967341448736,0.009942422027349185
50.450809,0.02292754788490229,-0.0024205404196128155,0.014825030847585685
50.46085,0.020380985398224215,-0.020920671534224722,0.021564922467784964
50.470858,0.0029856143154660016,-0.051254701597336694,0.03609485713257321
50.480692,0.023934612883115686,-0.07008650079076129,0.049223245357208345
50.490609,0.037218513312484804,-0.05672834503107693,0.05387336509289886
50.501194,0.03101961417200841,-0.018223432606532364,0.04934231744616979
50.511387,0.0034421585457684624,-0.006390553522915177,0.049133858211573456
50.521082,-0.007140910510595419,-0.05142509351603897,0.04726433703310495
50.530575999999996,-0.003931378559176199,-0.1052147322863245,0.04607325517985417
50.540641,0.00464095814057237,-0.12358986119870963,0.0541244581170468
50.55079,0.010822903459865479,-0.14680505108550967,0.0598882015416724
50.560894,0.04417189473674457,-0.2052380315008071,0.06256767877764213
50.570814,0.05935084161435856,-0.2765404919722865,0.06886627830403436
50.580619,0.05217056890322098,-0.30461120123469687,0.06988341017067712
50.590664999999994,0.06079950810356664,-0.3207521557094978,0.061451717420897944
50.600865,0.06581600570135869,-0.3539169238665073,0.04854215323737199
50.610811999999996,0.05560976525723016,-0.39311985358410073,0.02555472553330551
50.620925,0.037112539038658,-0.4304941770394012,0.0025592420426343576
50.630589,0.06449827152752878,-0.4802379144464304,-0.0346351612058331
50.640653,0.12258115754128458,-0.5677638639631384,-0.059157754837412035
50.650808,0.14871375684757185,-0.6835578494069219,-0.09948218068406556
50.660916,0.17454614918757722,-0.8138190822030844,-0.137020421634942
50.670767,0.2263225231277828,-0.9185296689253903,-0.15811894499830736
50.680631999999996,0.2603241763586279,-0.9735752197234067,-0.1773129050844744
50.690728,0.2644025816175901,-0.9994932062284156,-0.20062127509749494
50.701125,0.2914839818439562,-1.0241293772837305,-0.2346517939420727
50.711059,0.37922429779015665,-1.0807306402759107,-0.24609229433886282
50.720839,0.44860204978829904,-1.1348454268653623,-0.25722591854060184
50.730647999999995,0.5051187098323875,-1.2281371881843346,-0.2683985611681836
50.740632,0.5754646802902382,-1.3572477097335167,-0.2831304634557459
50.750909,0.6489241148659969,-1.43417239878374,-0.322472197928829
50.760813,0.7403772546203882,-1.5298818357333681,-0.3622566454310161
50.771148,0.8391177528977015,-1.6340430074963181,-0.39309754833712063
50.780660999999995,0.9421880703145733,-1.693105181514291,-0.4222744786737962
50.790769999999995,1.0619722656239468,-1.7706957735732443,-0.4388676057109411
50.800793,1.1647265509802187,-1.872287739557619,-0.4702719553128467
50.810893,1.2519368007517129,-2.0363907359823905,-0.4744662584745869
50.820837,1.3031617486506584,-2.2090448295613676,-0.48322797491436087
50.830669,1.3741543821944613,-2.385935877280523,-0.5467515306408679
50.840731,1.489891719301079,-2.470186582316086,-0.5484812100101579
50.850806,1.5494492497103203,-2.5010445135278276,-0.538910379760849
50.860825999999996,1.6025581401354798,-2.6488980487306204,-0.555179602297285
50.870737,1.6705836315230882,-2.687333954118179,-0.5898944046366268
50.880697,1.7246625509545153,-2.828622802464942,-0.5983177092842296
50.890702999999995,1.7709615744239495,-3.0272423578318612,-0.6213234315307019
50.900973,1.7985380789402237,-3.1020639995654626,-0.6457938401663366
50.910789,1.8590470516050606,-3.263404193502189,-0.664931776439283
50.920873,1.9644306746606615,-3.2807348604609237,-0.6837558005954467
50.930662999999996,2.0026905158473767,-3.387291912540171,-0.6828943470912885
50.940692,2.065789601520911,-3.4260839914115424,-0.7422056431587085
50.951217,2.1300585180429787,-3.509682722042668,-0.7448626432602816
50.961093999999996,2.149230568223013,-3.5885847113622127,-0.7719545114255697
50.970838,2.197766258496533,-3.6686125512901233,-0.7979344403978328
50.980666,2.314943581781816,-3.6968006137680973,-0.8511114726936204
50.990621999999995,2.357130928332939,-3.7158046154268494,-0.8318310475464845
51.0008,2.3856829737095238,-3.7270524759537755,-0.8972850241355117
51.010884999999995,2.451035387799716,-3.762618974325995,-0.9001794923248612
51.021235999999995,2.42840495290899,-3.8072494874002274,-0.9333167928851751
51.030659,2.455287846177685,-3.823645820623483,-0.9815800761045559
51.040603999999995,2.5118117598674874,-3.7730545984233057,-0.9835647904476696
51.05081,2.50150935418696,-3.8289876264687104,-1.0548767963961099
51.060713,2.565684930154769,-3.8228388095690047,-1.0938355830675455
51.070775999999995,2.5548118756990013,-3.798914068748738,-1.1138119055637856
51.080721999999994,2.6520638926501006,-3.788921570210108,-1.199719409737449
51.090492999999995,2.6942286990416724,-3.7476749516034342,-1.1988336055269209
51.100756999999994,2.7939455403202986,-3.7212405582377057,-1.2498425254188972
